 EPC, RSSI,Count,Date,Time,Product Serial,Location Serial,Product code,Qty
4D4554303330312323170083,1,1,2017/12/04,14:17:45,MET0301##170083,$LOC00MWA101,TB0129GR,1
4D4554303330312323170084,1,1,2017/12/04,14:17:45,MET0301##170084,$LOC00MWA101,TB0129GR,1
4D4554303330312323170085,1,1,2017/12/04,14:17:45,MET0301##170085,$LOC00MWA101,TB0129GR,1
4D4554303330312323170086,1,1,2017/12/04,14:17:45,MET0301##170086,$LOC00MWA101,TB0129GR,1
4D4554303330312323170087,1,1,2017/12/04,14:17:45,MET0301##170087,$LOC00MWA101,TB0129GR,1
4D4554303330312323170088,1,1,2017/12/04,14:17:45,MET0301##170088,$LOC00MWA101,TB0129GR,1
4D4554303330312323170089,1,1,2017/12/04,14:17:45,MET0301##170089,$LOC00MWA101,TB0129GR,1
4D4554303330312323170090,1,1,2017/12/04,14:17:45,MET0301##170090,$LOC00MWA101,TB0129GR,1
4D4554303330312323170091,1,1,2017/12/04,14:17:45,MET0301##170091,$LOC00MWA101,TB0129GR,1
4D4554303330312323170092,1,1,2017/12/04,14:17:45,MET0301##170092,$LOC00MWA101,TB0129GR,1
4D4554303330312323170093,1,1,2017/12/04,14:17:45,MET0301##170093,$LOC00MWA101,TB0129GR,1
4D4554303330312323170094,1,1,2017/12/04,14:17:45,MET0301##170094,$LOC00MWA101,TB0129GR,1
4D4554303330312323170095,1,1,2017/12/04,14:17:45,MET0301##170095,$LOC00MWA101,TB0129GR,1
4D4554303330312323170096,1,1,2017/12/04,14:17:45,MET0301##170096,$LOC00MWA101,TB0129GR,1
4D4554303330312323170097,1,1,2017/12/04,14:17:45,MET0301##170097,$LOC00MWA101,TB0129GR,1
4D4554303330312323170098,1,1,2017/12/04,14:17:45,MET0301##170098,$LOC00MWA101,TB0129GR,1
4D4554303330312323170099,1,1,2017/12/04,14:17:45,MET0301##170099,$LOC00MWA101,TB0129GR,1
4D4554303330312323170100,1,1,2017/12/04,14:17:45,MET0301##170100,$LOC00MWA101,TB0129GR,1
4D4554303330312323170101,1,1,2017/12/04,14:17:45,MET0301##170101,$LOC00MWA101,TB0129GR,1
4D4554303330312323170102,1,1,2017/12/04,14:17:45,MET0301##170102,$LOC00MWA101,TB0129GR,1
4D4554303330312323170103,1,1,2017/12/04,14:17:45,MET0301##170103,$LOC00MWA101,TB0129GR,1
4D4554303330312323170104,1,1,2017/12/04,14:17:45,MET0301##170104,$LOC00MWA101,TB0129GR,1
4D4554303330312323170105,1,1,2017/12/04,14:17:45,MET0301##170105,$LOC00MWA101,TB0129GR,1
4D4554303330312323170106,1,1,2017/12/04,14:17:45,MET0301##170106,$LOC00MWA101,TB0129GR,1
4D4554303330312323170107,1,1,2017/12/04,14:17:45,MET0301##170107,$LOC00MWA101,TB0129GR,1
4D4554303330312323170108,1,1,2017/12/04,14:17:45,MET0301##170108,$LOC00MWA101,TB0129GR,1
4D4554303330312323170109,1,1,2017/12/04,14:17:45,MET0301##170109,$LOC00MWA101,TB0129GR,1
4D4554303330312323170110,1,1,2017/12/04,14:17:45,MET0301##170110,$LOC00MWA101,TB0129GR,1
4D4554303330312323170111,1,1,2017/12/04,14:17:45,MET0301##170111,$LOC00MWA101,TB0129GR,1
4D4554303330312323170112,1,1,2017/12/04,14:17:45,MET0301##170112,$LOC00MWA101,TB0129GR,1
4D4554303330312323170113,1,1,2017/12/04,14:17:45,MET0301##170113,$LOC00MWA101,TB0129GR,1
4D4554303330312323170114,1,1,2017/12/04,14:17:45,MET0301##170114,$LOC00MWA101,TB0129GR,1
4D4554303330312323170115,1,1,2017/12/04,14:17:45,MET0301##170115,$LOC00MWA101,TB0129GR,1
4D4554303330312323170116,1,1,2017/12/04,14:17:45,MET0301##170116,$LOC00MWA101,TB0129GR,1
4D4554303330312323170117,1,1,2017/12/04,14:17:45,MET0301##170117,$LOC00MWA101,TB0129GR,1
4D4554303330312323170118,1,1,2017/12/04,14:17:45,MET0301##170118,$LOC00MWA101,TB0129GR,1
4D4554303330312323170119,1,1,2017/12/04,14:17:45,MET0301##170119,$LOC00MWA101,TB0129GR,1
4D4554303330312323170120,1,1,2017/12/04,14:17:45,MET0301##170120,$LOC00MWA101,TB0129GR,1
4D4554303330312323170121,1,1,2017/12/04,14:17:45,MET0301##170121,$LOC00MWA101,TB0129GR,1
4D4554303330312323170122,1,1,2017/12/04,14:17:45,MET0301##170122,$LOC00MWA101,TB0129GR,1
4D4554303330312323170123,1,1,2017/12/04,14:17:46,MET0301##170123,$LOC00MWA101,TB0129GR,1
4D4554303330312323170124,1,1,2017/12/04,14:17:46,MET0301##170124,$LOC00MWA101,TB0129GR,1
4D4554303330312323170125,1,1,2017/12/04,14:17:46,MET0301##170125,$LOC00MWA101,TB0129GR,1
4D4554303330312323170126,1,1,2017/12/04,14:17:46,MET0301##170126,$LOC00MWA101,TB0129GR,1
4D4554303330312323170127,1,1,2017/12/04,14:17:46,MET0301##170127,$LOC00MWA101,TB0129GR,1
4D4554303330312323170128,1,1,2017/12/04,14:17:46,MET0301##170128,$LOC00MWA101,TB0129GR,1
4D4554303330312323170129,1,1,2017/12/04,14:17:46,MET0301##170129,$LOC00MWA101,TB0129GR,1
4D4554303330312323170130,1,1,2017/12/04,14:17:46,MET0301##170130,$LOC00MWA101,TB0129GR,1
4D4554303330312323170131,1,1,2017/12/04,14:17:46,MET0301##170131,$LOC00MWA101,TB0129GR,1
4D4554303330312323170132,1,1,2017/12/04,14:17:46,MET0301##170132,$LOC00MWA101,TB0129GR,1
4D4554303330312323170133,1,1,2017/12/04,14:17:46,MET0301##170133,$LOC00MWA101,TB0129GR,1
4D4554303330312323170134,1,1,2017/12/04,14:17:46,MET0301##170134,$LOC00MWA101,TB0129GR,1
4D4554303330312323170135,1,1,2017/12/04,14:17:46,MET0301##170135,$LOC00MWA101,TB0129GR,1
4D4554303330312323170136,1,1,2017/12/04,14:17:46,MET0301##170136,$LOC00MWA101,TB0129GR,1
4D4554303330312323170137,1,1,2017/12/04,14:17:46,MET0301##170137,$LOC00MWA101,TB0129GR,1
4D4554303330312323170138,1,1,2017/12/04,14:17:46,MET0301##170138,$LOC00MWA101,TB0129GR,1
4D4554303330312323170139,1,1,2017/12/04,14:17:46,MET0301##170139,$LOC00MWA101,TB0129GR,1
4D4554303330312323170140,1,1,2017/12/04,14:17:46,MET0301##170140,$LOC00MWA101,TB0129GR,1
4D4554303330312323170141,1,1,2017/12/04,14:17:46,MET0301##170141,$LOC00MWA101,TB0129GR,1
4D4554303330312323170142,1,1,2017/12/04,14:17:46,MET0301##170142,$LOC00MWA101,TB0129GR,1
4D4554303330312323170143,1,1,2017/12/04,14:17:46,MET0301##170143,$LOC00MWA101,TB0129GR,1
4D4554303330312323170144,1,1,2017/12/04,14:17:46,MET0301##170144,$LOC00MWA101,TB0129GR,1
4D4554303330312323170145,1,1,2017/12/04,14:17:46,MET0301##170145,$LOC00MWA101,TB0129GR,1
4D4554303330312323170146,1,1,2017/12/04,14:17:46,MET0301##170146,$LOC00MWA101,TB0129GR,1
4D4554303330312323170147,1,1,2017/12/04,14:17:46,MET0301##170147,$LOC00MWA101,TB0129GR,1
4D4554303330312323170148,1,1,2017/12/04,14:17:46,MET0301##170148,$LOC00MWA101,TB0129GR,1
4D4554303330312323170149,1,1,2017/12/04,14:17:46,MET0301##170149,$LOC00MWA101,TB0129GR,1
4D4554303330312323170150,1,1,2017/12/04,14:17:46,MET0301##170150,$LOC00MWA101,TB0129GR,1
4D4554303330312323170151,1,1,2017/12/04,14:17:46,MET0301##170151,$LOC00MWA101,TB0129GR,1
4D4554303330312323170152,1,1,2017/12/04,14:17:46,MET0301##170152,$LOC00MWA101,TB0129GR,1
4D4554303330312323170153,1,1,2017/12/04,14:17:46,MET0301##170153,$LOC00MWA101,TB0129GR,1
4D4554303330312323170154,1,1,2017/12/04,14:17:46,MET0301##170154,$LOC00MWA101,TB0129GR,1
4D4554303330312323170155,1,1,2017/12/04,14:17:46,MET0301##170155,$LOC00MWA101,TB0129GR,1
4D4554303330312323170156,1,1,2017/12/04,14:17:46,MET0301##170156,$LOC00MWA101,TB0129GR,1
4D4554303330312323170157,1,1,2017/12/04,14:17:46,MET0301##170157,$LOC00MWA101,TB0129GR,1
4D4554303330312323170158,1,1,2017/12/04,14:17:46,MET0301##170158,$LOC00MWA101,TB0129GR,1
4D4554303330312323170159,1,1,2017/12/04,14:17:46,MET0301##170159,$LOC00MWA101,TB0129GR,1
4D4554303330312323170160,1,1,2017/12/04,14:17:46,MET0301##170160,$LOC00MWA101,TB0129GR,1
4D4554303330312323170161,1,1,2017/12/04,14:17:46,MET0301##170161,$LOC00MWA101,TB0129GR,1
4D4554303330312323170162,1,1,2017/12/04,14:17:46,MET0301##170162,$LOC00MWA101,TB0129GR,1
4D4554303330312323170163,1,1,2017/12/04,14:17:46,MET0301##170163,$LOC00MWA101,TB0129GR,1
4D4554303330312323170164,1,1,2017/12/04,14:17:46,MET0301##170164,$LOC00MWA101,TB0129GR,1
4D4554303330312323170165,1,1,2017/12/04,14:17:46,MET0301##170165,$LOC00MWA101,TB0129GR,1
4D4554303330312323170166,1,1,2017/12/04,14:17:46,MET0301##170166,$LOC00MWA101,TB0129GR,1
4D4554303330312323170167,1,1,2017/12/04,14:17:46,MET0301##170167,$LOC00MWA101,TB0129GR,1
4D4554303330312323170168,1,1,2017/12/04,14:17:46,MET0301##170168,$LOC00MWA101,TB0129GR,1
4D4554303330312323170169,1,1,2017/12/04,14:17:46,MET0301##170169,$LOC00MWA101,TB0129GR,1
4D4554303330312323170170,1,1,2017/12/04,14:17:46,MET0301##170170,$LOC00MWA101,TB0129GR,1
4D4554303330312323170171,1,1,2017/12/04,14:17:46,MET0301##170171,$LOC00MWA101,TB0129GR,1
4D4554303330312323170172,1,1,2017/12/04,14:17:46,MET0301##170172,$LOC00MWA101,TB0129GR,1
4D4554303330312323170173,1,1,2017/12/04,14:17:46,MET0301##170173,$LOC00MWA101,TB0129GR,1
4D4554303330312323170174,1,1,2017/12/04,14:17:46,MET0301##170174,$LOC00MWA101,TB0129GR,1
4D4554303330312323170175,1,1,2017/12/04,14:17:46,MET0301##170175,$LOC00MWA101,TB0129GR,1
4D4554303330312323170176,1,1,2017/12/04,14:17:46,MET0301##170176,$LOC00MWA101,TB0129GR,1
4D4554303330312323170177,1,1,2017/12/04,14:17:46,MET0301##170177,$LOC00MWA101,TB0129GR,1
4D4554303330312323170178,1,1,2017/12/04,14:17:46,MET0301##170178,$LOC00MWA101,TB0129GR,1
4D4554303330312323170179,1,1,2017/12/04,14:17:46,MET0301##170179,$LOC00MWA101,TB0129GR,1
4D4554303330312323170180,1,1,2017/12/04,14:17:46,MET0301##170180,$LOC00MWA101,TB0129GR,1
4D4554303330312323170181,1,1,2017/12/04,14:17:46,MET0301##170181,$LOC00MWA101,TB0129GR,1
4D4554303330312323170182,1,1,2017/12/04,14:17:46,MET0301##170182,$LOC00MWA101,TB0129GR,1
4D4554303330312323170183,1,1,2017/12/04,14:17:46,MET0301##170183,$LOC00MWA101,TB0129GR,1
4D4554303330312323170184,1,1,2017/12/04,14:17:46,MET0301##170184,$LOC00MWA101,TB0129GR,1
4D4554303330312323170185,1,1,2017/12/04,14:17:46,MET0301##170185,$LOC00MWA101,TB0129GR,1
4D4554303330312323170186,1,1,2017/12/04,14:17:46,MET0301##170186,$LOC00MWA101,TB0129GR,1
4D4554303330312323170187,1,1,2017/12/04,14:17:46,MET0301##170187,$LOC00MWA101,TB0129GR,1
4D4554303330312323170188,1,1,2017/12/04,14:17:46,MET0301##170188,$LOC00MWA101,TB0129GR,1
4D4554303330312323170189,1,1,2017/12/04,14:17:46,MET0301##170189,$LOC00MWA101,TB0129GR,1
4D4554303330312323170190,1,1,2017/12/04,14:17:46,MET0301##170190,$LOC00MWA101,TB0129GR,1
4D4554303330312323170191,1,1,2017/12/04,14:17:46,MET0301##170191,$LOC00MWA101,TB0129GR,1
4D4554303330312323170192,1,1,2017/12/04,14:17:46,MET0301##170192,$LOC00MWA101,TB0129GR,1
4D4554303330312323170193,1,1,2017/12/04,14:17:46,MET0301##170193,$LOC00MWA101,TB0129GR,1
4D4554303330312323170194,1,1,2017/12/04,14:17:46,MET0301##170194,$LOC00MWA101,TB0129GR,1
4D4554303330312323170195,1,1,2017/12/04,14:17:46,MET0301##170195,$LOC00MWA101,TB0129GR,1
4D4554303330312323170196,1,1,2017/12/04,14:17:46,MET0301##170196,$LOC00MWA101,TB0129GR,1
4D4554303330312323170197,1,1,2017/12/04,14:17:46,MET0301##170197,$LOC00MWA101,TB0129GR,1
4D4554303330312323170198,1,1,2017/12/04,14:17:46,MET0301##170198,$LOC00MWA101,TB0129GR,1
4D4554303330312323170199,1,1,2017/12/04,14:17:46,MET0301##170199,$LOC00MWA101,TB0129GR,1
4D4554303330312323170200,1,1,2017/12/04,14:17:46,MET0301##170200,$LOC00MWA101,TB0129GR,1
4D4554303330312323170201,1,1,2017/12/04,14:17:46,MET0301##170201,$LOC00MWA101,TB0129GR,1
4D4554303330312323170202,1,1,2017/12/04,14:17:46,MET0301##170202,$LOC00MWA101,TB0129GR,1
4D4554303330312323170203,1,1,2017/12/04,14:17:46,MET0301##170203,$LOC00MWA101,TB0129GR,1
4D4554303330312323170204,1,1,2017/12/04,14:17:46,MET0301##170204,$LOC00MWA101,TB0129GR,1
4D4554303330312323170205,1,1,2017/12/04,14:17:46,MET0301##170205,$LOC00MWA101,TB0129GR,1
4D4554303330312323170206,1,1,2017/12/04,14:17:46,MET0301##170206,$LOC00MWA101,TB0129GR,1
4D4554303330312323170207,1,1,2017/12/04,14:17:46,MET0301##170207,$LOC00MWA101,TB0129GR,1
4D4554303330312323170208,1,1,2017/12/04,14:17:46,MET0301##170208,$LOC00MWA101,TB0129GR,1
4D4554303330312323170209,1,1,2017/12/04,14:17:46,MET0301##170209,$LOC00MWA101,TB0129GR,1
4D4554303330312323170210,1,1,2017/12/04,14:17:46,MET0301##170210,$LOC00MWA101,TB0129GR,1
4D4554303330312323170211,1,1,2017/12/04,14:17:46,MET0301##170211,$LOC00MWA101,TB0129GR,1
4D4554303330312323170212,1,1,2017/12/04,14:17:46,MET0301##170212,$LOC00MWA101,TB0129GR,1
4D4554303330312323170213,1,1,2017/12/04,14:17:46,MET0301##170213,$LOC00MWA101,TB0129GR,1
4D4554303330312323170214,1,1,2017/12/04,14:17:46,MET0301##170214,$LOC00MWA101,TB0129GR,1
4D4554303330312323170215,1,1,2017/12/04,14:17:46,MET0301##170215,$LOC00MWA101,TB0129GR,1
4D4554303330312323170216,1,1,2017/12/04,14:17:46,MET0301##170216,$LOC00MWA101,TB0129GR,1
4D4554303330312323170217,1,1,2017/12/04,14:17:46,MET0301##170217,$LOC00MWA101,TB0129GR,1
4D4554303330312323170218,1,1,2017/12/04,14:17:46,MET0301##170218,$LOC00MWA101,TB0129GR,1
4D4554303330312323170219,1,1,2017/12/04,14:17:46,MET0301##170219,$LOC00MWA101,TB0129GR,1
4D4554303330312323170220,1,1,2017/12/04,14:17:46,MET0301##170220,$LOC00MWA101,TB0129GR,1
4D4554303330312323170221,1,1,2017/12/04,14:17:46,MET0301##170221,$LOC00MWA101,TB0129GR,1
4D4554303330312323170222,1,1,2017/12/04,14:17:46,MET0301##170222,$LOC00MWA101,TB0129GR,1
4D4554303330312323170279,1,1,2017/12/04,14:17:46,MET0301##170279,$LOC00MWA101,TB0129GR,1
4D4554303330312323170334,1,1,2017/12/04,14:17:46,MET0301##170334,$LOC00MWA101,TB0129GR,1
4D4554303330312323170335,1,1,2017/12/04,14:17:46,MET0301##170335,$LOC00MWA101,TB0129GR,1
4D4554303330342323170043,1,1,2017/12/04,14:26:38,MET0304##170043,$LOC00MWA101,TB0139,1
4D4554303330342323170044,1,1,2017/12/04,14:26:38,MET0304##170044,$LOC00MWA101,TB0139,1
4D4554303330342323170053,1,1,2017/12/04,14:26:38,MET0304##170053,$LOC00MWA101,TB0139,1
4D4554303330342323170054,1,1,2017/12/04,14:26:38,MET0304##170054,$LOC00MWA101,TB0139,1
4D4554303330342323170055,1,1,2017/12/04,14:26:38,MET0304##170055,$LOC00MWA101,TB0139,1
4D4554303330342323170056,1,1,2017/12/04,14:26:38,MET0304##170056,$LOC00MWA101,TB0139,1
4D4554303330342323170057,1,1,2017/12/04,14:26:38,MET0304##170057,$LOC00MWA101,TB0139,1
4D4554303330342323170058,1,1,2017/12/04,14:26:38,MET0304##170058,$LOC00MWA101,TB0139,1
4D4554303330342323170068,1,1,2017/12/04,14:26:38,MET0304##170068,$LOC00MWA101,TB0139,1
4D4554303330342323170069,1,1,2017/12/04,14:26:38,MET0304##170069,$LOC00MWA101,TB0139,1
4D4554303330342323170070,1,1,2017/12/04,14:26:38,MET0304##170070,$LOC00MWA101,TB0139,1
4D4554303330342323170071,1,1,2017/12/04,14:26:38,MET0304##170071,$LOC00MWA101,TB0139,1
4D4554303330342323170072,1,1,2017/12/04,14:26:38,MET0304##170072,$LOC00MWA101,TB0139,1
4D4554303330342323170073,1,1,2017/12/04,14:26:38,MET0304##170073,$LOC00MWA101,TB0139,1
4D4554303330342323170074,1,1,2017/12/04,14:26:38,MET0304##170074,$LOC00MWA101,TB0139,1
4D4554303330342323170075,1,1,2017/12/04,14:26:38,MET0304##170075,$LOC00MWA101,TB0139,1
4D4554303330342323170076,1,1,2017/12/04,14:26:38,MET0304##170076,$LOC00MWA101,TB0139,1
4D4554303330342323170077,1,1,2017/12/04,14:26:38,MET0304##170077,$LOC00MWA101,TB0139,1
4D4554303330342323170078,1,1,2017/12/04,14:26:38,MET0304##170078,$LOC00MWA101,TB0139,1
4D4554303330342323170079,1,1,2017/12/04,14:26:38,MET0304##170079,$LOC00MWA101,TB0139,1
4D4554303330342323170080,1,1,2017/12/04,14:26:38,MET0304##170080,$LOC00MWA101,TB0139,1
4D4554303330342323170081,1,1,2017/12/04,14:26:38,MET0304##170081,$LOC00MWA101,TB0139,1
4D4554303330342323170082,1,1,2017/12/04,14:26:38,MET0304##170082,$LOC00MWA101,TB0139,1
4D4554303330342323170083,1,1,2017/12/04,14:26:38,MET0304##170083,$LOC00MWA101,TB0139,1
4D4554303330342323170084,1,1,2017/12/04,14:26:38,MET0304##170084,$LOC00MWA101,TB0139,1
4D4554303330342323170085,1,1,2017/12/04,14:26:38,MET0304##170085,$LOC00MWA101,TB0139,1
4D4554303330342323170086,1,1,2017/12/04,14:26:38,MET0304##170086,$LOC00MWA101,TB0139,1
4D4554303330342323170091,1,1,2017/12/04,14:26:38,MET0304##170091,$LOC00MWA101,TB0139,1
4D4554303330342323170115,1,1,2017/12/04,14:26:38,MET0304##170115,$LOC00MWA101,TB0139,1
4D4554303330342323170116,1,1,2017/12/04,14:26:38,MET0304##170116,$LOC00MWA101,TB0139,1
4D4554303330342323170117,1,1,2017/12/04,14:26:38,MET0304##170117,$LOC00MWA101,TB0139,1
4D4554303330342323170118,1,1,2017/12/04,14:26:38,MET0304##170118,$LOC00MWA101,TB0139,1
4D4554303330342323170119,1,1,2017/12/04,14:26:38,MET0304##170119,$LOC00MWA101,TB0139,1
4D4554303330342323170120,1,1,2017/12/04,14:26:38,MET0304##170120,$LOC00MWA101,TB0139,1
4D4554303330342323170121,1,1,2017/12/04,14:26:38,MET0304##170121,$LOC00MWA101,TB0139,1
4D4554303330342323170122,1,1,2017/12/04,14:26:38,MET0304##170122,$LOC00MWA101,TB0139,1
4D4554303330342323170132,1,1,2017/12/04,14:26:38,MET0304##170132,$LOC00MWA101,TB0139,1
4D4554303330342323170134,1,1,2017/12/04,14:26:38,MET0304##170134,$LOC00MWA101,TB0139,1
4D4554303330342323170139,1,1,2017/12/04,14:26:38,MET0304##170139,$LOC00MWA101,TB0139,1
4D4554303330342323170140,1,1,2017/12/04,14:26:38,MET0304##170140,$LOC00MWA101,TB0139,1
4D4554303330392323170041,1,1,2017/12/04,14:50:48,MET0309##170041,$LOC00MWA101,TB0144,1
4D4554303330392323170059,1,1,2017/12/04,14:50:48,MET0309##170059,$LOC00MWA101,TB0144,1
4D4554303330392323170070,1,1,2017/12/04,14:50:48,MET0309##170070,$LOC00MWA101,TB0144,1
4D4554303330392323170084,1,1,2017/12/04,14:50:48,MET0309##170084,$LOC00MWA101,TB0144,1
4D4554303330392323170085,1,1,2017/12/04,14:50:48,MET0309##170085,$LOC00MWA101,TB0144,1
4D4554303330392323170086,1,1,2017/12/04,14:50:48,MET0309##170086,$LOC00MWA101,TB0144,1
4D4554303330392323170087,1,1,2017/12/04,14:50:48,MET0309##170087,$LOC00MWA101,TB0144,1
4D4554303330392323170088,1,1,2017/12/04,14:50:48,MET0309##170088,$LOC00MWA101,TB0144,1
4D4554303330392323170096,1,1,2017/12/04,14:50:48,MET0309##170096,$LOC00MWA101,TB0144,1
4D4554303330392323170097,1,1,2017/12/04,14:50:48,MET0309##170097,$LOC00MWA101,TB0144,1
4D4554303330392323170098,1,1,2017/12/04,14:50:48,MET0309##170098,$LOC00MWA101,TB0144,1
4D4554303330392323170099,1,1,2017/12/04,14:50:48,MET0309##170099,$LOC00MWA101,TB0144,1
4D4554303330392323170100,1,1,2017/12/04,14:50:48,MET0309##170100,$LOC00MWA101,TB0144,1
4D4554303330392323170101,1,1,2017/12/04,14:50:48,MET0309##170101,$LOC00MWA101,TB0144,1
4D4554303330392323170102,1,1,2017/12/04,14:50:48,MET0309##170102,$LOC00MWA101,TB0144,1
4D4554303330392323170103,1,1,2017/12/04,14:50:48,MET0309##170103,$LOC00MWA101,TB0144,1
4D4554303330392323170104,1,1,2017/12/04,14:50:48,MET0309##170104,$LOC00MWA101,TB0144,1
4D4554303330392323170105,1,1,2017/12/04,14:50:48,MET0309##170105,$LOC00MWA101,TB0144,1
4D4554303330392323170106,1,1,2017/12/04,14:50:48,MET0309##170106,$LOC00MWA101,TB0144,1
4D4554303330392323170107,1,1,2017/12/04,14:50:48,MET0309##170107,$LOC00MWA101,TB0144,1
4D4554303330392323170108,1,1,2017/12/04,14:50:48,MET0309##170108,$LOC00MWA101,TB0144,1
4D4554303330392323170109,1,1,2017/12/04,14:50:48,MET0309##170109,$LOC00MWA101,TB0144,1
4D4554303330392323170110,1,1,2017/12/04,14:50:48,MET0309##170110,$LOC00MWA101,TB0144,1
4D4554303330392323170111,1,1,2017/12/04,14:50:49,MET0309##170111,$LOC00MWA101,TB0144,1
4D4554303330392323170112,1,1,2017/12/04,14:50:49,MET0309##170112,$LOC00MWA101,TB0144,1
4D4554303330392323170113,1,1,2017/12/04,14:50:49,MET0309##170113,$LOC00MWA101,TB0144,1
4D4554303330392323170114,1,1,2017/12/04,14:50:49,MET0309##170114,$LOC00MWA101,TB0144,1
4D4554303330392323170115,1,1,2017/12/04,14:50:49,MET0309##170115,$LOC00MWA101,TB0144,1
4D4554303331302323170044,1,1,2017/12/04,14:52:15,MET0310##170044,$LOC00MWA101,TB0145,1
4D4554303331302323170058,1,1,2017/12/04,14:52:15,MET0310##170058,$LOC00MWA101,TB0145,1
4D4554303331302323170062,1,1,2017/12/04,14:52:15,MET0310##170062,$LOC00MWA101,TB0145,1
4D4554303331302323170063,1,1,2017/12/04,14:52:15,MET0310##170063,$LOC00MWA101,TB0145,1
4D4554303331302323170064,1,1,2017/12/04,14:52:15,MET0310##170064,$LOC00MWA101,TB0145,1
4D4554303037322323170003,-65.9,108,2017/10/30,11:27:59,MET0072##170003,$LOC00MWA101,FG005,1
4D4554303037322323170006,-67.9,58,2017/10/30,11:27:59,MET0072##170006,$LOC00MWA101,FG005,1
4D4554303037322323170008,-76.4,1,2017/10/30,11:27:59,MET0072##170008,$LOC00MWA101,FG005,1
4D4554303037332323170001,-65.1,121,2017/10/30,11:27:59,MET0073##170001,$LOC00MWA101,FG006,1
4D4554303037332323170002,-71.1,133,2017/10/30,11:27:59,MET0073##170002,$LOC00MWA101,FG006,1
4D4554303037332323170005,-59.9,95,2017/10/30,11:27:59,MET0073##170005,$LOC00MWA101,FG006,1
4D4554303037332323170006,-70.4,48,2017/10/30,11:27:59,MET0073##170006,$LOC00MWA101,FG006,1
4D4554303037332323170013,-79.9,21,2017/10/30,11:27:59,MET0073##170013,$LOC00MWA101,FG006,1
4D4554303037332323170015,-68.4,159,2017/10/30,11:27:59,MET0073##170015,$LOC00MWA101,FG006,1
4D4554303131342323170021,-73.9,54,2017/10/30,11:27:59,MET0114##170021,$LOC00MWA101,H0023,1
4D4554303131342323170026,-60.8,46,2017/10/30,11:27:59,MET0114##170026,$LOC00MWA101,H0023,1
4D4554303131342323170027,-70.4,52,2017/10/30,11:27:59,MET0114##170027,$LOC00MWA101,H0023,1
4D4554303131342323170040,-72.9,3,2017/10/30,11:27:59,MET0114##170040,$LOC00MWA101,H0023,1
4D4554303131352323170029,-67.9,60,2017/10/30,11:27:59,MET0115##170029,$LOC00MWA101,H0024,1
4D4554303131352323170031,-77.1,4,2017/10/30,11:27:59,MET0115##170031,$LOC00MWA101,H0024,1
4D4554303131352323170032,-74.4,2,2017/10/30,11:27:59,MET0115##170032,$LOC00MWA101,H0024,1
4D4554303131352323170034,-74.4,5,2017/10/30,11:27:59,MET0115##170034,$LOC00MWA101,H0024,1
4D4554303131352323170038,-67.9,6,2017/10/30,11:27:59,MET0115##170038,$LOC00MWA101,H0024,1
4D4554303131352323170039,-71.9,3,2017/10/30,11:27:59,MET0115##170039,$LOC00MWA101,H0024,1
4D4554303131352323170040,-68.4,31,2017/10/30,11:27:59,MET0115##170040,$LOC00MWA101,H0024,1
4D4554303131362323170029,-68.4,74,2017/10/30,11:27:59,MET0116##170029,$LOC00MWA101,H0025,1
4D4554303131362323170033,-69,6,2017/10/30,11:27:59,MET0116##170033,$LOC00MWA101,H0025,1
4D4554303131362323170036,-75,23,2017/10/30,11:27:59,MET0116##170036,$LOC00MWA101,H0025,1
4D4554303131362323170037,-66.8,31,2017/10/30,11:27:59,MET0116##170037,$LOC00MWA101,H0025,1
4D4554303131362323170038,-76.4,15,2017/10/30,11:27:59,MET0116##170038,$LOC00MWA101,H0025,1
4D4554303131362323170039,-57.6,87,2017/10/30,11:27:59,MET0116##170039,$LOC00MWA101,H0025,1
4D4554303131372323170029,-70.4,98,2017/10/30,11:27:59,MET0117##170029,$LOC00MWA101,H0026,1
4D4554303131372323170030,-70.4,19,2017/10/30,11:27:59,MET0117##170030,$LOC00MWA101,H0026,1
4D4554303131372323170031,-72.9,70,2017/10/30,11:27:59,MET0117##170031,$LOC00MWA101,H0026,1
4D4554303131372323170033,-69.7,27,2017/10/30,11:27:59,MET0117##170033,$LOC00MWA101,H0026,1
4D4554303131372323170034,-76.4,24,2017/10/30,11:27:59,MET0117##170034,$LOC00MWA101,H0026,1
4D4554303131372323170035,-71.9,26,2017/10/30,11:27:59,MET0117##170035,$LOC00MWA101,H0026,1
4D4554303131372323170036,-73.9,4,2017/10/30,11:27:59,MET0117##170036,$LOC00MWA101,H0026,1
4D4554303131372323170037,-66.8,31,2017/10/30,11:27:59,MET0117##170037,$LOC00MWA101,H0026,1
4D4554303131372323170038,-73.9,49,2017/10/30,11:27:59,MET0117##170038,$LOC00MWA101,H0026,1
4D4554303131372323170039,-72.9,2,2017/10/30,11:27:59,MET0117##170039,$LOC00MWA101,H0026,1
4D4554303131372323170040,-75,13,2017/10/30,11:27:59,MET0117##170040,$LOC00MWA101,H0026,1
4D4554303235362323170002,-69,184,2017/10/30,11:27:59,MET0256##170002,$LOC00MWA101,K0150,1
4D4554303235372323170017,-66.8,181,2017/10/30,11:27:59,MET0257##170017,$LOC00MWA101,K0152,1
4D4554303235372323170018,-74.4,111,2017/10/30,11:27:59,MET0257##170018,$LOC00MWA101,K0152,1
